CLUSTER_ID,N_TRAJECTORIES,N_USERS,AVG_POINTS,AVG_CELLS,START_CELL,END_CELL
975,7,1,282.42857142857144,9.571428571428571,15524:494,15521:492
1001,7,1,287.0,7.714285714285714,15553:482,15553:482
567,5,1,815.6,40.8,15537:484,15536:485
43,5,1,1707.0,24.8,15542:481,15543:480
1184,5,1,547.0,12.6,15545:482,15529:493
23,5,1,580.4,7.8,15532:502,15546:479
793,5,1,271.6,6.6,15548:492,15548:483
1172,5,1,340.4,6.2,15537:486,15534:478
1011,4,1,1305.75,28.25,15551:478,15542:494
1109,4,1,220.5,9.5,15544:526,15540:524
776,4,1,675.25,7.75,15540:512,15553:463
370,4,1,259.5,7.25,15534:496,15535:496
650,4,1,257.75,6.75,15525:505,15537:473
15,4,1,210.75,6.0,15535:502,15551:468
36,3,1,1706.0,77.66666666666667,15532:495,15517:444
149,3,1,1120.6666666666667,34.333333333333336,15540:510,15546:496
223,3,1,698.3333333333334,12.333333333333334,15551:488,15550:487
524,3,1,425.3333333333333,12.333333333333334,15538:482,15538:482
89,3,1,330.3333333333333,11.0,15565:482,15563:482
37,3,1,327.6666666666667,10.666666666666666,15517:444,15520:445
952,3,1,383.3333333333333,10.333333333333334,15524:478,15533:481
1087,3,1,157.0,8.333333333333334,15527:483,15530:482
95,3,1,197.66666666666666,8.0,15553:491,15550:509
651,3,1,240.66666666666666,7.666666666666667,15544:483,15544:483
100,3,1,436.0,6.333333333333333,15534:474,15538:492
342,3,1,299.6666666666667,6.333333333333333,15550:515,15549:514
569,3,1,192.33333333333334,6.333333333333333,15537:485,15540:486
1079,3,1,514.0,6.333333333333333,15545:496,15545:496
725,3,1,228.33333333333334,6.0,15545:484,15546:491
128,2,1,1094.0,175.0,15527:488,15663:513
871,2,1,2440.0,123.5,15531:484,15557:417
45,2,1,2596.5,114.5,15535:489,15469:503
592,2,1,1385.5,78.5,15546:492,15546:480
428,2,1,1568.0,72.0,15545:509,15589:516
536,2,1,1517.5,64.5,15550:491,15551:490
381,2,1,816.5,63.0,15523:514,15587:459
1074,2,1,990.5,37.5,15548:485,15527:470
349,2,1,572.5,22.5,15550:515,15537:507
976,2,1,819.0,22.0,15542:487,15523:488
707,2,1,669.5,21.0,15527:454,15531:467
249,2,1,516.0,20.5,15527:501,15528:489
1107,2,1,331.0,20.5,15535:467,15545:467
1092,2,1,699.0,19.5,15524:485,15527:484
726,2,1,566.5,18.0,15545:491,15542:501
778,2,1,520.5,18.0,15541:513,15547:518
397,2,1,956.0,17.0,15547:476,15552:476
657,2,1,411.5,17.0,15522:506,15515:510
446,2,1,940.0,15.0,15550:480,15555:482
568,2,1,296.5,15.0,15537:484,15544:485
1129,2,1,442.0,15.0,15526:494,15526:484
269,2,1,373.5,14.5,15535:495,15527:495
949,2,1,465.5,13.5,15524:477,15529:482
1108,2,1,323.5,12.0,15532:468,15535:467
395,2,1,955.0,11.5,15549:500,15547:477
795,2,1,221.5,11.0,15523:529,15519:535
1063,2,1,199.0,11.0,15543:490,15541:490
749,2,1,330.5,10.5,15541:490,15540:490
858,2,1,338.0,10.5,15531:488,15552:508
1006,2,1,671.5,10.5,15528:474,15521:474
1133,2,1,400.0,10.5,15526:495,15525:499
176,2,1,399.5,10.0,15539:491,15523:497
580,2,1,455.0,10.0,15530:487,15530:487
962,2,1,475.0,10.0,15521:507,15525:507
878,2,1,490.5,9.5,15537:474,15537:474
389,2,1,234.5,9.0,15532:472,15529:475
826,2,1,106.5,9.0,15538:493,15550:464
881,2,1,338.0,9.0,15537:474,15540:486
663,2,1,682.5,8.5,15531:478,15535:482
920,2,1,542.5,8.5,15547:498,15549:497
1205,2,1,402.0,8.5,15527:493,15552:482
21,2,1,371.5,8.0,15535:502,15539:485
1013,2,1,283.0,8.0,15551:478,15549:478
1206,2,1,433.0,8.0,15525:493,15527:493
345,2,1,812.5,7.5,15550:515,15550:515
1099,2,1,282.5,7.5,15542:476,15539:474
1123,2,1,539.5,7.5,15548:470,15548:470
1125,2,1,229.0,7.5,15548:471,15529:497
462,2,1,437.5,7.0,15553:494,15534:480
696,2,1,509.0,7.0,15539:482,15541:480
675,2,1,215.0,6.5,15529:486,15527:483
746,2,1,1082.5,6.5,15543:488,15541:492
270,2,1,203.5,6.0,15527:496,15530:495
372,2,1,109.5,6.0,15547:495,15534:496
665,2,1,265.0,5.5,15532:480,15532:480
107,2,1,210.5,5.0,15534:474,15536:474
501,2,1,132.5,5.0,15532:490,15531:487
825,2,1,87.5,5.0,15539:493,15539:492
974,2,1,167.5,5.0,15521:492,15542:487
432,1,1,3871.0,439.0,15545:509,15374:293
660,1,1,2035.0,373.0,15543:491,15299:726
905,1,1,1318.0,301.0,15550:490,15331:293
347,1,1,1813.0,299.0,15550:514,15608:293
344,1,1,824.0,284.0,15497:494,15550:514
799,1,1,2445.0,256.0,15551:351,15523:529
522,1,1,1491.0,242.0,15522:474,15664:560
796,1,1,1543.0,181.0,15523:529,15581:356
1110,1,1,2858.0,148.0,15543:526,15543:526
485,1,1,1136.0,135.0,15524:428,15539:503
439,1,1,1493.0,123.0,15535:488,15535:488
438,1,1,1024.0,110.0,15537:486,15585:538
109,1,1,312.0,87.0,15534:474,15587:500
185,1,1,3780.0,81.0,15534:481,15533:497
155,1,1,157.0,80.0,15502:488,15529:493
1130,1,1,3448.0,76.0,15525:494,15525:494
598,1,1,1048.0,75.0,15551:498,15541:473
662,1,1,1404.0,71.0,15555:486,15531:487
484,1,1,782.0,67.0,15550:472,15524:427
212,1,1,1339.0,59.0,15541:503,15532:472
339,1,1,1528.0,59.0,15563:493,15529:487
1086,1,1,1505.0,59.0,15543:485,15527:484
1143,1,1,613.0,58.0,15553:438,15535:498
633,1,1,2752.0,57.0,15547:501,15540:495
309,1,1,1831.0,55.0,15530:484,15530:484
1135,1,1,2912.0,55.0,15550:497,15547:491
217,1,1,2643.0,54.0,15533:473,15530:497
630,1,1,3983.0,52.0,15547:501,15540:491
1061,1,1,2591.0,52.0,15534:496,15533:478
1070,1,1,2948.0,52.0,15548:485,15548:484
757,1,1,2621.0,51.0,15532:499,15532:499
1219,1,1,711.0,50.0,15521:444,15541:481
1157,1,1,1220.0,49.0,15528:480,15551:465
430,1,1,1272.0,48.0,15565:493,15545:509
1140,1,1,447.0,48.0,15535:464,15545:438
188,1,1,1835.0,47.0,15541:502,15539:489
798,1,1,478.0,47.0,15582:359,15551:351
609,1,1,586.0,46.0,15546:521,15551:498
635,1,1,1985.0,46.0,15541:492,15547:501
937,1,1,2739.0,46.0,15526:475,15527:475
258,1,1,4528.0,44.0,15533:493,15531:497
595,1,1,781.0,44.0,15543:473,15551:498
189,1,1,1567.0,42.0,15540:490,15528:504
493,1,1,1767.0,42.0,15545:483,15548:496
1044,1,1,2191.0,42.0,15521:476,15539:497
1127,1,1,1260.0,42.0,15531:495,15542:502
254,1,1,981.0,40.0,15552:465,15547:491
337,1,1,1139.0,40.0,15536:487,15563:493
782,1,1,83.0,39.0,15553:525,15578:564
256,1,1,3605.0,38.0,15540:492,15534:496
251,1,1,1009.0,37.0,15547:491,15551:465
196,1,1,1462.0,36.0,15538:480,15538:501
909,1,1,2449.0,36.0,15529:480,15570:502
1233,1,1,828.0,36.0,15545:494,15533:472
908,1,1,2255.0,35.0,15550:491,15529:479
1005,1,1,2172.0,35.0,15536:495,15529:493
1085,1,1,692.0,35.0,15527:483,15549:488
